Trade Type,Symbol,Entry DateTime,Exit DateTime,Entry Price,Exit Price,Trade Quantity,Max Open Quantity,Max Closed Quantity,Profit/Loss (T),Cumulative Profit/Loss (T),FlatToFlat Profit/Loss (T),FlatToFlat Max Open Profit (T),FlatToFlat Max Open Loss (T),Max Open Profit (T),Max Open Loss (T),Entry Efficiency,Exit Efficiency,Total Efficiency,Commission (C),High Price While Open,Low Price While Open,Note,Open Position Quantity,Close Position Quantity,Duration,Account,Highest Cumulative P/L (T),Lowest Cumulative P/L (T),Maximum Runup (T),Maximum Drawdown (T)
Short,[Sim]F.US.MESU26,2018-08-10 13:42:56.000,2018-08-10 14:01:16.000,3591.25000000,3591.25000000,1.00000000,1.00000000,1.00000000,0.00,-186.00,0.00,3.00,-11.00,3.00,-11.00,100.00,78.57,0.00,0.00,3594.00000000,3590.50000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:18:20.000,Sim14,55.00,-207.00,84.00,-262.00
Short,[Sim]F.US.MESU26,2018-08-10 14:05:56.004,2018-08-10 14:07:38.000,3590.50000000,3590.50000000,1.00000000,1.00000000,1.00000000,0.00,-186.00,0.00,3.00,-1.00,3.00,-1.00,100.00,25.00,0.00,0.00,3590.75000000,3589.75000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:41.996,Sim14,55.00,-207.00,84.00,-262.00
Long,[Sim]F.US.MESU26,2018-08-13 08:51:56.012,2018-08-13 08:53:18.001,3603.25000000,3603.25000000,1.00000000,1.00000000,1.00000000,0.00,-186.00,0.00,3.00,-2.00,3.00,-2.00,100.00,40.00,0.00,0.00,3604.00000000,3602.75000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:21.989,Sim14,55.00,-207.00,84.00,-262.00
Long,[Sim]F.US.MESU26,2018-08-13 08:53:56.012,2018-08-13 09:01:36.001,3603.25000000,3603.25000000,1.00000000,1.00000000,1.00000000,0.00,-186.00,0.00,6.00,-1.00,6.00,-1.00,100.00,14.29,0.00,0.00,3604.75000000,3603.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:07:39.989,Sim14,55.00,-207.00,84.00,-262.00
Long,[Sim]F.US.MESU26,2018-08-13 09:04:56.007,2018-08-13 09:05:59.000,3603.75000000,3603.75000000,1.00000000,1.00000000,1.00000000,0.00,-186.00,0.00,4.00,-1.00,4.00,-1.00,100.00,20.00,0.00,0.00,3604.75000000,3603.50000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:02.993,Sim14,55.00,-207.00,84.00,-262.00
Long,[Sim]F.US.MESU26,2018-08-13 09:14:55.000,2018-08-13 09:15:56.000,3605.25000000,3605.25000000,1.00000000,1.00000000,1.00000000,0.00,-186.00,0.00,3.00,-1.00,3.00,-1.00,100.00,25.00,0.00,0.00,3606.00000000,3605.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:01.000,Sim14,55.00,-207.00,84.00,-262.00
Long,[Sim]F.US.MESU26,2018-08-13 09:19:56.000,2018-08-13 09:21:22.073,3606.00000000,3606.00000000,1.00000000,1.00000000,1.00000000,0.00,-186.00,0.00,3.00,-1.00,3.00,-1.00,100.00,25.00,0.00,0.00,3606.75000000,3605.75000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:26.073,Sim14,55.00,-207.00,84.00,-262.00
Long,[Sim]F.US.MESU26,2018-08-13 09:30:56.012,2018-08-13 09:31:55.079,3606.50000000,3605.75000000,1.00000000,1.00000000,1.00000000,-3.00,-189.00,-3.00,1.00,-3.00,1.00,-3.00,100.00,0.00,-75.00,0.00,3606.75000000,3605.75000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:00:59.067,Sim14,55.00,-207.00,84.00,-262.00
Long,[Sim]F.US.MESU26,2018-08-13 09:32:56.003,2018-08-13 10:08:03.522,3606.50000000,3601.50000000,1.00000000,1.00000000,1.00000000,-20.00,-209.00,-20.00,0.00,-24.00,0.00,-24.00,100.00,16.67,-83.33,0.00,3606.50000000,3600.50000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:35:07.519,Sim14,55.00,-209.00,84.00,-264.00
Short,[Sim]F.US.MESU26,2018-08-13 10:34:56.012,2018-08-13 10:35:55.000,3595.00000000,3595.25000000,1.00000000,1.00000000,1.00000000,-1.00,-210.00,-1.00,3.00,-2.00,3.00,-2.00,100.00,20.00,-20.00,0.00,3595.50000000,3594.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:00:58.988,Sim14,55.00,-210.00,84.00,-265.00
Short,[Sim]F.US.MESU26,2018-08-13 10:38:56.004,2018-08-13 10:48:56.012,3594.50000000,3594.50000000,1.00000000,1.00000000,1.00000000,0.00,-210.00,0.00,1.00,-9.00,1.00,-9.00,100.00,90.00,0.00,0.00,3596.75000000,3594.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:10:00.008,Sim14,55.00,-210.00,84.00,-265.00
Short,[Sim]F.US.MESU26,2018-08-13 10:49:56.007,2018-08-13 10:50:57.001,3594.75000000,3594.75000000,1.00000000,1.00000000,1.00000000,0.00,-210.00,0.00,4.00,0.00,4.00,-0.00,100.00,0.00,0.00,0.00,3594.75000000,3593.75000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:00.994,Sim14,55.00,-210.00,84.00,-265.00
Short,[Sim]F.US.MESU26,2018-08-13 10:51:56.000,2018-08-13 13:04:01.084,3593.75000000,3593.50000000,1.00000000,1.00000000,1.00000000,1.00,-209.00,1.00,42.00,-1.00,42.00,-1.00,100.00,4.65,2.33,0.00,3594.00000000,3583.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,02:12:05.084,Sim14,55.00,-210.00,84.00,-265.00
Long,[Sim]F.US.MESU26,2018-08-13 13:14:55.001,2018-08-13 13:15:56.012,3594.00000000,3593.75000000,1.00000000,1.00000000,1.00000000,-1.00,-210.00,-1.00,1.00,-1.00,1.00,-1.00,100.00,0.00,-50.00,0.00,3594.25000000,3593.75000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:01.011,Sim14,55.00,-210.00,84.00,-265.00
Long,[Sim]F.US.MESU26,2018-08-13 13:20:51.000,2018-08-13 13:23:21.000,3594.00000000,3594.00000000,1.00000000,1.00000000,1.00000000,0.00,-210.00,0.00,3.00,-2.00,3.00,-2.00,100.00,40.00,0.00,0.00,3594.75000000,3593.50000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:02:30.000,Sim14,55.00,-210.00,84.00,-265.00
Short,[Sim]F.US.MESU26,2018-08-13 14:22:56.001,2018-08-13 14:23:57.000,3590.75000000,3590.75000000,1.00000000,1.00000000,1.00000000,0.00,-210.00,0.00,2.00,-1.00,2.00,-1.00,100.00,33.33,0.00,0.00,3591.00000000,3590.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:00.999,Sim14,55.00,-210.00,84.00,-265.00
Short,[Sim]F.US.MESU26,2018-08-13 14:24:54.000,2018-08-13 14:25:56.000,3590.50000000,3591.50000000,1.00000000,1.00000000,1.00000000,-4.00,-214.00,-4.00,1.00,-5.00,1.00,-5.00,100.00,16.67,-66.67,0.00,3591.75000000,3590.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:02.000,Sim14,55.00,-214.00,84.00,-269.00
Long,[Sim]F.US.MESU26,2018-08-14 08:43:56.000,2018-08-14 08:46:32.012,3597.00000000,3597.00000000,1.00000000,1.00000000,1.00000000,0.00,-214.00,0.00,3.00,-6.00,3.00,-6.00,100.00,66.67,0.00,0.00,3597.75000000,3595.50000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:02:36.012,Sim14,55.00,-214.00,84.00,-269.00
Long,[Sim]F.US.MESU26,2018-08-14 08:47:56.003,2018-08-14 08:49:00.000,3597.50000000,3597.50000000,1.00000000,1.00000000,1.00000000,0.00,-214.00,0.00,4.00,-1.00,4.00,-1.00,100.00,20.00,0.00,0.00,3598.50000000,3597.25000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:03.997,Sim14,55.00,-214.00,84.00,-269.00
Long,[Sim]F.US.MESU26,2018-08-14 09:41:56.006,2018-08-14 09:43:55.078,3600.00000000,3600.00000000,1.00000000,1.00000000,1.00000000,0.00,-214.00,0.00,1.00,-1.00,1.00,-1.00,100.00,50.00,0.00,0.00,3600.25000000,3599.75000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:59.072,Sim14,55.00,-214.00,84.00,-269.00
Long,[Sim]F.US.MESU26,2018-08-14 11:36:56.002,2018-08-14 11:38:13.001,3605.25000000,3605.25000000,1.00000000,1.00000000,1.00000000,0.00,-214.00,0.00,2.00,0.00,2.00,0.00,100.00,0.00,0.00,0.00,3605.75000000,3605.25000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:16.999,Sim14,55.00,-214.00,84.00,-269.00
Long,[Sim]F.US.MESU26,2018-08-14 13:19:54.000,2018-08-14 13:21:56.000,3605.25000000,3604.00000000,1.00000000,1.00000000,1.00000000,-5.00,-219.00,-5.00,1.00,-5.00,1.00,-5.00,100.00,0.00,-83.33,0.00,3605.50000000,3604.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:02:02.000,Sim14,55.00,-219.00,84.00,-274.00
Long,[Sim]F.US.MESU26,2018-08-14 13:51:56.012,2018-08-14 13:53:56.000,3605.50000000,3605.00000000,1.00000000,1.00000000,1.00000000,-2.00,-221.00,-2.00,1.00,-2.00,1.00,-2.00,100.00,0.00,-66.67,0.00,3605.75000000,3605.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:59.988,Sim14,55.00,-221.00,84.00,-276.00
Long,[Sim]F.US.MESU26,2018-08-14 13:59:56.002,2018-08-14 14:00:56.012,3605.25000000,3605.25000000,1.00000000,1.00000000,1.00000000,0.00,-221.00,0.00,2.00,-1.00,2.00,-1.00,100.00,33.33,0.00,0.00,3605.75000000,3605.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:00.010,Sim14,55.00,-221.00,84.00,-276.00
Long,[Sim]F.US.MESU26,2018-08-14 14:01:56.007,2018-08-14 14:04:56.012,3605.75000000,3605.50000000,1.00000000,1.00000000,1.00000000,-1.00,-222.00,-1.00,1.00,-3.00,1.00,-3.00,100.00,50.00,-25.00,0.00,3606.00000000,3605.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:03:00.005,Sim14,55.00,-222.00,84.00,-277.00
Long,[Sim]F.US.MESU26,2018-08-14 14:24:56.000,2018-08-14 14:31:53.000,3606.50000000,3605.25000000,1.00000000,1.00000000,1.00000000,-5.00,-227.00,-5.00,0.00,-6.00,0.00,-6.00,100.00,16.67,-83.33,0.00,3606.50000000,3605.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:06:57.000,Sim14,55.00,-227.00,84.00,-282.00
Short,[Sim]F.US.MESU26,2018-08-15 08:32:56.012,2018-08-15 08:34:06.059,3586.25000000,3586.25000000,1.00000000,1.00000000,1.00000000,0.00,-227.00,0.00,6.00,-1.00,6.00,-1.00,100.00,14.29,0.00,0.00,3586.50000000,3584.75000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:10.047,Sim14,55.00,-227.00,84.00,-282.00
Short,[Sim]F.US.MESU26,2018-08-15 08:53:56.012,2018-08-15 08:54:56.001,3580.00000000,3580.00000000,1.00000000,1.00000000,1.00000000,0.00,-227.00,0.00,4.00,-4.00,4.00,-4.00,100.00,50.00,0.00,0.00,3581.00000000,3579.00000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:00:59.989,Sim14,55.00,-227.00,84.00,-282.00
Short,[Sim]F.US.MESU26,2018-08-15 09:14:56.012,2018-08-15 09:18:18.064,3573.25000000,3573.25000000,1.00000000,1.00000000,1.00000000,0.00,-227.00,0.00,13.00,0.00,13.00,-0.00,100.00,0.00,0.00,0.00,3573.25000000,3570.00000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:03:22.052,Sim14,55.00,-227.00,84.00,-282.00
Short,[Sim]F.US.MESU26,2018-08-15 09:22:56.005,2018-08-15 09:23:56.012,3571.00000000,3571.75000000,1.00000000,1.00000000,1.00000000,-3.00,-230.00,-3.00,1.00,-3.00,1.00,-3.00,100.00,0.00,-75.00,0.00,3571.75000000,3570.75000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:00.007,Sim14,55.00,-230.00,84.00,-285.00
Short,[Sim]F.US.MESU26,2018-08-15 09:26:56.012,2018-08-15 09:28:58.000,3570.25000000,3570.25000000,1.00000000,1.00000000,1.00000000,0.00,-230.00,0.00,3.00,-5.00,3.00,-5.00,100.00,62.50,0.00,0.00,3571.50000000,3569.50000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:02:01.988,Sim14,55.00,-230.00,84.00,-285.00
Short,[Sim]F.US.MESU26,2018-08-15 09:29:56.003,2018-08-15 09:30:56.008,3569.75000000,3570.25000000,1.00000000,1.00000000,1.00000000,-2.00,-232.00,-2.00,6.00,-2.00,6.00,-2.00,100.00,0.00,-25.00,0.00,3570.25000000,3568.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:00.005,Sim14,55.00,-232.00,84.00,-287.00
Short,[Sim]F.US.MESU26,2018-08-15 09:49:56.012,2018-08-15 10:01:16.064,3570.50000000,3570.25000000,1.00000000,1.00000000,1.00000000,1.00,-231.00,1.00,17.00,0.00,17.00,-0.00,100.00,5.88,5.88,0.00,3570.50000000,3566.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:11:20.052,Sim14,55.00,-232.00,84.00,-287.00
Long,[Sim]F.US.MESU26,2018-08-15 10:19:55.042,2018-08-15 10:21:14.024,3574.00000000,3574.00000000,1.00000000,1.00000000,1.00000000,0.00,-231.00,0.00,4.00,-2.00,4.00,-2.00,100.00,33.33,0.00,0.00,3575.00000000,3573.50000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:18.982,Sim14,55.00,-232.00,84.00,-287.00
Long,[Sim]F.US.MESU26,2018-08-15 10:32:56.003,2018-08-15 10:39:05.002,3575.75000000,3575.75000000,1.00000000,1.00000000,1.00000000,0.00,-231.00,0.00,15.00,-1.00,15.00,-1.00,100.00,6.25,0.00,0.00,3579.50000000,3575.50000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:06:08.999,Sim14,55.00,-232.00,84.00,-287.00
Short,[Sim]F.US.MESU26,2018-08-15 11:05:56.012,2018-08-15 11:07:07.008,3571.75000000,3571.75000000,1.00000000,1.00000000,1.00000000,0.00,-231.00,0.00,3.00,-2.00,3.00,-2.00,100.00,40.00,0.00,0.00,3572.25000000,3571.00000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:10.996,Sim14,55.00,-232.00,84.00,-287.00
Long,[Sim]F.US.MESU26,2018-08-15 11:42:55.000,2018-08-15 11:43:56.000,3580.75000000,3580.25000000,1.00000000,1.00000000,1.00000000,-2.00,-233.00,-2.00,3.00,-3.00,3.00,-3.00,100.00,16.67,-33.33,0.00,3581.50000000,3580.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:01.000,Sim14,55.00,-233.00,84.00,-288.00
Long,[Sim]F.US.MESU26,2018-08-15 11:53:56.001,2018-08-15 12:08:01.045,3580.50000000,3580.50000000,1.00000000,1.00000000,1.00000000,0.00,-233.00,0.00,8.00,-10.00,8.00,-10.00,100.00,55.56,0.00,0.00,3582.50000000,3578.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:14:05.044,Sim14,55.00,-233.00,84.00,-288.00
Long,[Sim]F.US.MESU26,2018-08-15 12:09:56.012,2018-08-15 12:11:56.012,3581.00000000,3580.00000000,1.00000000,1.00000000,1.00000000,-4.00,-237.00,-4.00,1.00,-4.00,1.00,-4.00,100.00,0.00,-80.00,0.00,3581.25000000,3580.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:02:00.000,Sim14,55.00,-237.00,84.00,-292.00
Short,[Sim]F.US.MESU26,2018-08-15 12:34:53.001,2018-08-15 12:37:16.000,3575.25000000,3575.25000000,1.00000000,1.00000000,1.00000000,0.00,-237.00,0.00,4.00,-1.00,4.00,-1.00,100.00,20.00,0.00,0.00,3575.50000000,3574.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:02:22.999,Sim14,55.00,-237.00,84.00,-292.00
Short,[Sim]F.US.MESU26,2018-08-15 12:48:55.021,2018-08-15 12:50:13.000,3575.75000000,3575.75000000,1.00000000,1.00000000,1.00000000,0.00,-237.00,0.00,4.00,-2.00,4.00,-2.00,100.00,33.33,0.00,0.00,3576.25000000,3574.75000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:17.979,Sim14,55.00,-237.00,84.00,-292.00
Short,[Sim]F.US.MESU26,2018-08-15 12:50:56.004,2018-08-15 12:51:55.093,3575.00000000,3575.50000000,1.00000000,1.00000000,1.00000000,-2.00,-239.00,-2.00,1.00,-3.00,1.00,-3.00,100.00,25.00,-50.00,0.00,3575.75000000,3574.75000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:00:59.089,Sim14,55.00,-239.00,84.00,-294.00
Short,[Sim]F.US.MESU26,2018-08-15 12:57:56.001,2018-08-15 13:01:10.031,3575.00000000,3575.00000000,1.00000000,1.00000000,1.00000000,0.00,-239.00,0.00,3.00,-4.00,3.00,-4.00,100.00,57.14,0.00,0.00,3576.00000000,3574.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:03:14.030,Sim14,55.00,-239.00,84.00,-294.00
Short,[Sim]F.US.MESU26,2018-08-15 13:51:56.012,2018-08-15 13:52:56.012,3571.75000000,3572.75000000,1.00000000,1.00000000,1.00000000,-4.00,-243.00,-4.00,3.00,-4.00,3.00,-4.00,100.00,0.00,-57.14,0.00,3572.75000000,3571.00000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:00.000,Sim14,55.00,-243.00,84.00,-298.00
Long,[Sim]F.US.MESU26,2018-08-16 08:33:56.003,2018-08-16 08:36:17.002,3600.50000000,3600.50000000,1.00000000,1.00000000,1.00000000,0.00,-243.00,0.00,7.00,-2.00,7.00,-2.00,100.00,22.22,0.00,0.00,3602.25000000,3600.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:02:20.999,Sim14,55.00,-243.00,84.00,-298.00
Long,[Sim]F.US.MESU26,2018-08-16 08:36:56.004,2018-08-16 08:50:57.001,3601.50000000,3601.50000000,1.00000000,1.00000000,1.00000000,0.00,-243.00,0.00,1.00,-13.00,1.00,-13.00,100.00,92.86,0.00,0.00,3601.75000000,3598.25000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:14:00.997,Sim14,55.00,-243.00,84.00,-298.00
Long,[Sim]F.US.MESU26,2018-08-16 08:56:55.001,2018-08-16 09:01:56.002,3601.75000000,3601.25000000,1.00000000,1.00000000,1.00000000,-2.00,-245.00,-2.00,1.00,-10.00,1.00,-10.00,100.00,72.73,-18.18,0.00,3602.00000000,3599.25000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:05:01.001,Sim14,55.00,-245.00,84.00,-300.00
Long,[Sim]F.US.MESU26,2018-08-16 09:02:56.001,2018-08-16 09:03:56.012,3602.00000000,3601.00000000,1.00000000,1.00000000,1.00000000,-4.00,-249.00,-4.00,1.00,-5.00,1.00,-5.00,100.00,16.67,-66.67,0.00,3602.25000000,3600.75000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:00.011,Sim14,55.00,-249.00,84.00,-304.00
Long,[Sim]F.US.MESU26,2018-08-16 09:09:56.001,2018-08-16 09:10:56.000,3602.25000000,3601.75000000,1.00000000,1.00000000,1.00000000,-2.00,-251.00,-2.00,2.00,-2.00,2.00,-2.00,100.00,0.00,-50.00,0.00,3602.75000000,3601.75000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:00:59.999,Sim14,55.00,-251.00,84.00,-306.00
Long,[Sim]F.US.MESU26,2018-08-16 09:11:56.000,2018-08-16 09:12:56.001,3602.00000000,3601.75000000,1.00000000,1.00000000,1.00000000,-1.00,-252.00,-1.00,1.00,-2.00,1.00,-2.00,100.00,33.33,-33.33,0.00,3602.25000000,3601.50000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:00.001,Sim14,55.00,-252.00,84.00,-307.00
Long,[Sim]F.US.MESU26,2018-08-16 09:22:56.001,2018-08-16 09:26:32.058,3601.75000000,3601.75000000,1.00000000,1.00000000,1.00000000,0.00,-252.00,0.00,4.00,-1.00,4.00,-1.00,100.00,20.00,0.00,0.00,3602.75000000,3601.50000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:03:36.057,Sim14,55.00,-252.00,84.00,-307.00
Long,[Sim]F.US.MESU26,2018-08-16 09:28:56.004,2018-08-16 09:30:20.137,3602.50000000,3602.50000000,1.00000000,1.00000000,1.00000000,0.00,-252.00,0.00,3.00,-1.00,3.00,-1.00,100.00,25.00,0.00,0.00,3603.25000000,3602.25000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:24.133,Sim14,55.00,-252.00,84.00,-307.00
Long,[Sim]F.US.MESU26,2018-08-16 09:30:55.000,2018-08-16 09:52:02.118,3603.25000000,3603.25000000,1.00000000,1.00000000,1.00000000,0.00,-252.00,0.00,10.00,-1.00,10.00,-1.00,100.00,9.09,0.00,0.00,3605.75000000,3603.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:21:07.118,Sim14,55.00,-252.00,84.00,-307.00
Long,[Sim]F.US.MESU26,2018-08-16 10:26:56.012,2018-08-16 10:28:56.000,3609.00000000,3609.00000000,1.00000000,1.00000000,1.00000000,0.00,-252.00,0.00,1.00,-1.00,1.00,-1.00,100.00,50.00,0.00,0.00,3609.25000000,3608.75000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:59.988,Sim14,55.00,-252.00,84.00,-307.00
Long,[Sim]F.US.MESU26,2018-08-16 10:32:56.003,2018-08-16 10:34:02.000,3608.50000000,3608.50000000,1.00000000,1.00000000,1.00000000,0.00,-252.00,0.00,1.00,-1.00,1.00,-1.00,100.00,50.00,0.00,0.00,3608.75000000,3608.25000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:05.997,Sim14,55.00,-252.00,84.00,-307.00
Long,[Sim]F.US.MESU26,2018-08-16 10:37:54.007,2018-08-16 10:47:55.000,3609.50000000,3609.25000000,1.00000000,1.00000000,1.00000000,-1.00,-253.00,-1.00,1.00,-6.00,1.00,-6.00,100.00,71.43,-14.29,0.00,3609.75000000,3608.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:10:00.993,Sim14,55.00,-253.00,84.00,-308.00
Long,[Sim]F.US.MESU26,2018-08-16 10:49:56.000,2018-08-16 10:53:55.025,3609.25000000,3609.00000000,1.00000000,1.00000000,1.00000000,-1.00,-254.00,-1.00,1.00,-3.00,1.00,-3.00,100.00,50.00,-25.00,0.00,3609.50000000,3608.50000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:03:59.025,Sim14,55.00,-254.00,84.00,-309.00
Long,[Sim]F.US.MESU26,2018-08-16 10:54:56.001,2018-08-16 10:56:52.000,3609.50000000,3609.25000000,1.00000000,1.00000000,1.00000000,-1.00,-255.00,-1.00,1.00,-2.00,1.00,-2.00,100.00,33.33,-33.33,0.00,3609.75000000,3609.00000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:55.999,Sim14,55.00,-255.00,84.00,-310.00
Long,[Sim]F.US.MESU26,2018-08-16 12:39:54.031,2018-08-16 12:42:55.001,3612.25000000,3612.00000000,1.00000000,1.00000000,1.00000000,-1.00,-256.00,-1.00,2.00,-2.00,2.00,-2.00,100.00,25.00,-25.00,0.00,3612.75000000,3611.75000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:03:00.970,Sim14,55.00,-256.00,84.00,-311.00
Short,[Sim]F.US.MESU26,2018-08-16 13:28:56.000,2018-08-16 13:54:54.024,3609.00000000,3609.00000000,1.00000000,1.00000000,1.00000000,0.00,-256.00,0.00,19.00,0.00,19.00,-0.00,100.00,0.00,0.00,0.00,3609.00000000,3604.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:25:58.024,Sim14,55.00,-256.00,84.00,-311.00
Short,[Sim]F.US.MESU26,2018-08-17 08:31:56.002,2018-08-17 08:33:56.012,3601.25000000,3601.50000000,1.00000000,1.00000000,1.00000000,-1.00,-257.00,-1.00,3.00,-8.00,3.00,-8.00,100.00,63.64,-9.09,0.00,3603.25000000,3600.50000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:02:00.010,Sim14,55.00,-257.00,84.00,-312.00
Short,[Sim]F.US.MESU26,2018-08-17 08:35:56.000,2018-08-17 08:39:19.038,3601.00000000,3607.00000000,1.00000000,1.00000000,1.00000000,-24.00,-281.00,-24.00,0.00,-24.00,-0.00,-24.00,100.00,0.00,-100.00,0.00,3607.00000000,3601.00000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:03:23.038,Sim14,55.00,-281.00,84.00,-336.00
Short,[Sim]F.US.MESU26,2018-08-17 09:00:56.012,2018-08-17 09:04:00.027,3603.00000000,3602.75000000,1.00000000,1.00000000,1.00000000,1.00,-280.00,1.00,4.00,-7.00,4.00,-7.00,100.00,72.73,9.09,0.00,3604.75000000,3602.00000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:03:04.015,Sim14,55.00,-281.00,84.00,-336.00
Short,[Sim]F.US.MESU26,2018-08-17 09:05:56.012,2018-08-17 09:08:21.048,3601.75000000,3601.75000000,1.00000000,1.00000000,1.00000000,0.00,-280.00,0.00,5.00,-2.00,5.00,-2.00,100.00,28.57,0.00,0.00,3602.25000000,3600.50000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:02:25.036,Sim14,55.00,-281.00,84.00,-336.00
Short,[Sim]F.US.MESU26,2018-08-17 09:16:56.000,2018-08-17 09:17:56.012,3599.75000000,3600.50000000,1.00000000,1.00000000,1.00000000,-3.00,-283.00,-3.00,1.00,-3.00,1.00,-3.00,100.00,0.00,-75.00,0.00,3600.50000000,3599.50000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:00.012,Sim14,55.00,-283.00,84.00,-338.00
Short,[Sim]F.US.MESU26,2018-08-17 09:44:56.000,2018-08-17 09:45:56.012,3600.00000000,3600.25000000,1.00000000,1.00000000,1.00000000,-1.00,-284.00,-1.00,3.00,-1.00,3.00,-1.00,100.00,0.00,-25.00,0.00,3600.25000000,3599.25000000,WT_34B_CRV3_CANDIDATE_A,-1.00000000,0,00:01:00.012,Sim14,55.00,-284.00,84.00,-339.00
Long,[Sim]F.US.MESU26,2018-08-17 09:59:53.002,2018-08-17 10:00:56.003,3603.25000000,3602.25000000,1.00000000,1.00000000,1.00000000,-4.00,-288.00,-4.00,2.00,-4.00,2.00,-4.00,100.00,0.00,-66.67,0.00,3603.75000000,3602.25000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:03.001,Sim14,55.00,-288.00,84.00,-343.00
Long,[Sim]F.US.MESU26,2018-08-17 10:06:55.094,2018-08-17 10:07:56.002,3603.75000000,3603.25000000,1.00000000,1.00000000,1.00000000,-2.00,-290.00,-2.00,1.00,-2.00,1.00,-2.00,100.00,0.00,-66.67,0.00,3604.00000000,3603.25000000,WT_34B_CRV3_CANDIDATE_A,1.00000000,0,00:01:00.908,Sim14,55.00,-290.00,84.00,-345.00
